date,mine_id,mine_name,altitude_m,distance_km,priority_level,item_id,item_name,unit_cost,holding_cost_factor,criticality,base_consumption,day_of_year,month,quarter,is_weekend,is_month_end,temperature_c,wind_speed_kmh,visibility_km,weather_state,demand_units
2025-04-23,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,113,4,2,0,0,10.13,2.19,19.01,clear,14
2025-04-24,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,114,4,2,0,0,10.37,11.47,16.91,clear,12
2025-04-25,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,115,4,2,0,0,9.9,13.1,8.88,cloudy,15
2025-04-26,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,116,4,2,1,0,11.7,7.2,17.22,clear,13
2025-04-27,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,117,4,2,1,0,9.76,10.69,13.49,clear,10
2025-04-28,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,118,4,2,0,0,11.4,17.92,9.4,cloudy,14
2025-04-29,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,119,4,2,0,0,7.41,3.79,16.09,clear,13
2025-04-30,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,120,4,2,0,1,13.7,2.65,13.63,clear,14
2025-05-01,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,121,5,2,0,0,9.76,13.24,13.5,clear,15
2025-05-02,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,122,5,2,0,0,10.01,11.9,10.33,clear,15
2025-05-03,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,123,5,2,1,0,6.93,15.41,7.92,cloudy,12
2025-05-04,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,124,5,2,1,0,9.95,12.74,13.58,clear,12
2025-05-05,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,125,5,2,0,0,10.27,6.01,16.73,clear,13
2025-05-06,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,126,5,2,0,0,5.6,12.09,12.13,clear,13
2025-05-07,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,127,5,2,0,0,4.25,2.74,19.0,clear,12
2025-05-08,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,128,5,2,0,0,9.01,8.19,17.04,clear,9
2025-05-09,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,129,5,2,0,0,6.93,12.8,14.48,clear,15
2025-05-10,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,130,5,2,1,0,8.67,7.72,12.98,clear,12
2025-05-11,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,131,5,2,1,0,4.67,24.79,7.83,cloudy,12
2025-05-12,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,132,5,2,0,0,3.86,1.26,17.83,clear,13
2025-05-13,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,133,5,2,0,0,8.15,6.91,18.34,clear,13
2025-05-14,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,134,5,2,0,0,6.63,4.68,15.39,clear,12
2025-05-15,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,135,5,2,0,0,2.1,6.21,14.11,clear,12
2025-05-16,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,136,5,2,0,0,10.6,6.67,13.31,clear,11
2025-05-17,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,137,5,2,1,0,3.84,2.69,17.07,clear,10
2025-05-18,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,138,5,2,1,0,13.41,15.28,11.39,clear,10
2025-05-19,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,139,5,2,0,0,5.28,7.6,15.27,clear,13
2025-05-20,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,140,5,2,0,0,7.71,11.99,12.77,clear,13
2025-05-21,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,141,5,2,0,0,10.69,8.52,15.22,clear,12
2025-05-22,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,142,5,2,0,0,10.14,7.11,13.96,clear,10
2025-05-23,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,143,5,2,0,0,11.27,21.42,5.37,cloudy,13
2025-05-24,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,144,5,2,1,0,2.36,17.05,7.36,cloudy,11
2025-05-25,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,145,5,2,1,0,3.19,0.44,19.93,clear,11
2025-05-26,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,146,5,2,0,0,6.46,0.07,19.0,clear,13
2025-05-27,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,147,5,2,0,0,7.86,18.17,4.83,cloudy,13
2025-05-28,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,148,5,2,0,0,5.59,8.93,15.95,clear,11
2025-05-29,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,149,5,2,0,0,1.39,2.3,20.99,clear,11
2025-05-30,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,150,5,2,0,0,6.59,18.61,7.12,cloudy,12
2025-05-31,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,151,5,2,1,1,4.72,13.49,11.99,clear,11
2025-06-01,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,152,6,2,1,0,4.55,14.13,9.89,cloudy,11
2025-06-02,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,153,6,2,0,0,-0.76,17.62,10.57,clear,13
2025-06-03,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,154,6,2,0,0,6.79,5.05,12.91,clear,11
2025-06-04,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,155,6,2,0,0,5.02,3.27,16.21,clear,12
2025-06-05,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,156,6,2,0,0,9.01,22.7,8.81,cloudy,13
2025-06-06,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,157,6,2,0,0,4.19,4.74,18.35,clear,12
2025-06-07,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,158,6,2,1,0,5.66,6.18,15.85,clear,12
2025-06-08,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,159,6,2,1,0,6.19,7.54,13.49,clear,11
2025-06-09,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,160,6,2,0,0,-0.4,26.31,1.34,white_wind,14
2025-06-10,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,161,6,2,0,0,10.38,16.95,7.86,cloudy,13
2025-06-11,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,162,6,2,0,0,2.62,19.94,7.0,cloudy,12
2025-06-12,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,163,6,2,0,0,4.8,15.48,8.73,cloudy,14
2025-06-13,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,164,6,2,0,0,5.03,10.85,12.71,clear,12
2025-06-14,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,165,6,2,1,0,1.25,18.41,8.04,cloudy,13
2025-06-15,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,166,6,2,1,0,7.78,5.45,15.65,clear,12
2025-06-16,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,167,6,2,0,0,3.69,8.38,16.46,clear,12
2025-06-17,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,168,6,2,0,0,2.36,19.51,7.35,cloudy,13
2025-06-18,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,169,6,2,0,0,3.1,7.14,11.39,clear,12
2025-06-19,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,170,6,2,0,0,4.54,14.31,9.3,cloudy,11
2025-06-20,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,171,6,2,0,0,2.52,14.75,11.91,clear,11
2025-06-21,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,172,6,2,1,0,4.57,12.61,13.19,clear,9
2025-06-22,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,173,6,2,1,0,-1.98,4.24,16.77,clear,8
2025-06-23,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,174,6,2,0,0,0.24,12.34,14.69,clear,10
2025-06-24,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,175,6,2,0,0,-3.37,11.34,11.92,clear,11
2025-06-25,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,176,6,2,0,0,6.84,17.43,13.8,clear,12
2025-06-26,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,177,6,2,0,0,6.69,17.29,11.15,clear,10
2025-06-27,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,178,6,2,0,0,3.17,19.07,2.92,white_wind,14
2025-06-28,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,179,6,2,1,0,-1.06,12.91,15.5,clear,9
2025-06-29,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,180,6,2,1,0,7.33,20.28,6.17,cloudy,10
2025-06-30,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,181,6,2,0,1,-0.28,7.98,11.74,clear,14
2025-07-01,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,182,7,3,0,0,0.58,6.55,15.88,clear,11
2025-07-02,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,183,7,3,0,0,1.39,3.64,12.35,clear,11
2025-07-03,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,184,7,3,0,0,2.0,14.83,9.05,cloudy,12
2025-07-04,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,185,7,3,0,0,2.36,13.48,14.69,clear,10
2025-07-05,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,186,7,3,1,0,2.35,22.91,7.77,cloudy,10
2025-07-06,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,187,7,3,1,0,0.16,14.45,12.56,clear,10
2025-07-07,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,188,7,3,0,0,2.08,20.16,6.48,cloudy,13
2025-07-08,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,189,7,3,0,0,-0.18,23.57,2.83,white_wind,11
2025-07-09,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,190,7,3,0,0,1.64,14.74,12.18,clear,13
2025-07-10,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,191,7,3,0,0,1.32,20.82,9.64,cloudy,11
2025-07-11,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,192,7,3,0,0,1.88,25.21,7.34,cloudy,10
2025-07-12,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,193,7,3,1,0,1.46,11.94,12.49,clear,9
2025-07-13,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,194,7,3,1,0,-1.35,19.69,6.03,cloudy,11
2025-07-14,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,195,7,3,0,0,0.8,15.62,15.55,clear,9
2025-07-15,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,196,7,3,0,0,1.19,12.84,12.64,clear,10
2025-07-16,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,197,7,3,0,0,-3.77,10.83,12.2,clear,10
2025-07-17,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,198,7,3,0,0,-1.33,13.08,11.09,clear,12
2025-07-18,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,199,7,3,0,0,0.78,20.75,7.96,cloudy,12
2025-07-19,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,200,7,3,1,0,3.44,10.89,14.91,clear,9
2025-07-20,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,201,7,3,1,0,1.13,17.42,9.71,cloudy,10
2025-07-21,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,202,7,3,0,0,3.41,25.76,7.01,cloudy,9
2025-07-22,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,203,7,3,0,0,-2.11,23.74,6.46,cloudy,9
2025-07-23,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,204,7,3,0,0,-0.57,18.03,8.74,cloudy,10
2025-07-24,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,205,7,3,0,0,0.73,31.51,3.65,white_wind,13
2025-07-25,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,206,7,3,0,0,-7.19,32.89,2.88,white_wind,13
2025-07-26,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,207,7,3,1,0,2.33,21.85,6.7,cloudy,10
2025-07-27,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,208,7,3,1,0,-6.18,7.05,12.83,clear,8
2025-07-28,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,209,7,3,0,0,0.88,27.33,5.09,white_wind,11
2025-07-29,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,210,7,3,0,0,0.03,8.41,13.97,clear,10
2025-07-30,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,211,7,3,0,0,-7.61,31.18,1.19,white_wind,12
2025-07-31,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,212,7,3,0,1,-7.56,28.98,1.65,white_wind,13
2025-08-01,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,213,8,3,0,0,1.68,33.28,2.26,white_wind,11
2025-08-02,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,214,8,3,1,0,1.06,24.35,7.04,cloudy,10
2025-08-03,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,215,8,3,1,0,-4.24,20.77,6.82,cloudy,10
2025-08-04,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,216,8,3,0,0,-4.31,20.39,6.53,cloudy,10
2025-08-05,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,217,8,3,0,0,-0.89,19.96,6.2,cloudy,11
2025-08-06,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,218,8,3,0,0,-2.26,29.27,4.21,white_wind,13
2025-08-07,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,219,8,3,0,0,0.35,27.8,2.33,white_wind,14
2025-08-08,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,220,8,3,0,0,-1.14,24.39,10.74,cloudy,11
2025-08-09,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,221,8,3,1,0,1.56,19.47,7.36,cloudy,10
2025-08-10,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,222,8,3,1,0,-0.02,39.72,0.5,white_wind,11
2025-08-11,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,223,8,3,0,0,-0.69,29.56,3.15,white_wind,13
2025-08-12,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,224,8,3,0,0,-3.42,14.63,10.52,clear,9
2025-08-13,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,225,8,3,0,0,-3.65,21.26,9.82,cloudy,12
2025-08-14,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,226,8,3,0,0,-2.76,30.08,3.6,white_wind,12
2025-08-15,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,227,8,3,0,0,1.93,19.82,6.26,cloudy,12
2025-08-16,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,228,8,3,1,0,-3.72,26.85,3.94,white_wind,12
2025-08-17,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,229,8,3,1,0,-2.09,30.58,3.43,white_wind,11
2025-08-18,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,230,8,3,0,0,-8.39,4.66,10.91,clear,10
2025-08-19,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,231,8,3,0,0,-1.12,24.47,8.71,cloudy,11
2025-08-20,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,232,8,3,0,0,2.81,24.82,3.76,white_wind,13
2025-08-21,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,233,8,3,0,0,-5.2,22.88,9.68,cloudy,10
2025-08-22,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,234,8,3,0,0,5.05,27.28,5.22,white_wind,12
2025-08-23,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,235,8,3,1,0,-2.45,29.53,4.62,white_wind,12
2025-08-24,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,236,8,3,1,0,-9.36,26.55,7.26,white_wind,10
2025-08-25,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,237,8,3,0,0,-3.91,23.56,7.48,cloudy,12
2025-08-26,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,238,8,3,0,0,0.37,29.71,4.63,white_wind,13
2025-08-27,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,239,8,3,0,0,2.03,26.31,4.48,white_wind,13
2025-08-28,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,240,8,3,0,0,-1.19,24.73,6.45,cloudy,10
2025-08-29,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,241,8,3,0,0,0.93,18.34,7.54,cloudy,11
2025-08-30,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,242,8,3,1,0,-5.94,16.94,8.78,cloudy,10
2025-08-31,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,243,8,3,1,1,-4.7,18.42,13.11,cloudy,12
2025-09-01,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,244,9,3,0,0,-7.2,28.17,2.14,white_wind,13
2025-09-02,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,245,9,3,0,0,-4.51,26.11,5.28,white_wind,11
2025-09-03,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,246,9,3,0,0,-1.09,17.79,9.35,cloudy,11
2025-09-04,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,247,9,3,0,0,-2.46,30.63,2.0,white_wind,14
2025-09-05,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,248,9,3,0,0,-0.81,35.09,1.59,white_wind,13
2025-09-06,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,249,9,3,1,0,-5.31,23.33,7.63,cloudy,12
2025-09-07,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,250,9,3,1,0,-5.14,16.55,7.69,cloudy,11
2025-09-08,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,251,9,3,0,0,-2.43,22.82,6.82,cloudy,12
2025-09-09,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,252,9,3,0,0,-4.43,32.27,0.5,white_wind,13
2025-09-10,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,253,9,3,0,0,0.36,30.5,4.48,white_wind,13
2025-09-11,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,254,9,3,0,0,-4.44,21.74,7.52,cloudy,11
2025-09-12,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,255,9,3,0,0,-4.09,36.47,0.5,white_wind,12
2025-09-13,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,256,9,3,1,0,-1.78,35.49,1.71,white_wind,12
2025-09-14,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,257,9,3,1,0,-3.77,23.06,5.86,cloudy,10
2025-09-15,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,258,9,3,0,0,-5.85,23.05,8.49,cloudy,13
2025-09-16,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,259,9,3,0,0,-5.47,24.01,3.91,white_wind,11
2025-09-17,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,260,9,3,0,0,-1.34,24.57,8.82,cloudy,12
2025-09-18,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,261,9,3,0,0,-6.05,33.36,0.5,white_wind,14
2025-09-19,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,262,9,3,0,0,0.88,30.25,0.5,white_wind,12
2025-09-20,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,263,9,3,1,0,-4.29,33.0,0.78,white_wind,10
2025-09-21,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,264,9,3,1,0,-0.98,31.82,1.12,white_wind,13
2025-09-22,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,265,9,3,0,0,-4.05,38.1,0.5,white_wind,13
2025-09-23,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,266,9,3,0,0,-4.71,21.49,7.77,cloudy,12
2025-09-24,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,267,9,3,0,0,-1.75,30.16,5.34,white_wind,12
2025-09-25,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,268,9,3,0,0,0.32,14.86,10.15,clear,13
2025-09-26,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,269,9,3,0,0,-2.87,20.02,6.47,cloudy,9
2025-09-27,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,270,9,3,1,0,-2.36,27.49,1.78,white_wind,12
2025-09-28,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,271,9,3,1,0,-0.12,30.47,1.74,white_wind,13
2025-09-29,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,272,9,3,0,0,0.03,27.36,0.5,white_wind,13
2025-09-30,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,273,9,3,0,1,-2.1,24.58,4.11,cloudy,13
2025-10-01,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,274,10,4,0,0,-3.05,25.66,7.91,cloudy,11
2025-10-02,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,275,10,4,0,0,-1.66,36.21,0.5,white_wind,13
2025-10-03,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,276,10,4,0,0,-2.28,25.7,6.54,cloudy,10
2025-10-04,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,277,10,4,1,0,-0.94,38.49,0.5,white_wind,11
2025-10-05,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,278,10,4,1,0,-4.64,32.76,5.52,white_wind,11
2025-10-06,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,279,10,4,0,0,-0.88,30.73,6.68,white_wind,14
2025-10-07,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,280,10,4,0,0,-3.29,20.82,8.89,cloudy,11
2025-10-08,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,281,10,4,0,0,0.85,33.58,5.59,white_wind,12
2025-10-09,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,282,10,4,0,0,-3.01,24.99,6.29,cloudy,11
2025-10-10,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,283,10,4,0,0,-2.88,20.77,9.31,cloudy,11
2025-10-11,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,284,10,4,1,0,-0.04,30.99,5.28,white_wind,12
2025-10-12,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,285,10,4,1,0,-1.03,19.56,8.62,cloudy,11
2025-10-13,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,286,10,4,0,0,4.72,23.29,2.94,white_wind,14
2025-10-14,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,287,10,4,0,0,-4.96,27.77,5.85,white_wind,14
2025-10-15,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,288,10,4,0,0,-0.51,41.11,0.5,white_wind,14
2025-10-16,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,289,10,4,0,0,2.13,23.64,5.31,cloudy,12
2025-10-17,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,290,10,4,0,0,-2.04,24.97,6.17,cloudy,12
2025-10-18,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,291,10,4,1,0,-2.77,32.07,3.21,white_wind,11
2025-10-19,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,292,10,4,1,0,-2.57,20.2,8.23,cloudy,10
2025-10-20,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,293,10,4,0,0,-4.32,30.24,4.28,white_wind,14
2025-10-21,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,294,10,4,0,0,3.19,34.77,0.5,white_wind,13
2025-10-22,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,295,10,4,0,0,-0.91,25.64,5.09,cloudy,14
2025-10-23,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,296,10,4,0,0,-1.1,33.58,3.08,white_wind,14
2025-10-24,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,297,10,4,0,0,-5.18,29.12,7.34,white_wind,15
2025-10-25,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,298,10,4,1,0,-3.34,22.92,11.22,cloudy,12
2025-10-26,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,299,10,4,1,0,4.02,26.06,5.92,white_wind,12
2025-10-27,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,300,10,4,0,0,1.22,24.9,7.4,cloudy,12
2025-10-28,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,301,10,4,0,0,3.5,26.58,9.07,white_wind,12
2025-10-29,M01,Mine_01,4326,546,1,I04,Lubricants,8.0,0.08,3,9,302,10,4,0,0,3.3,27.95,2.55,white_wind,14
